,Body,Label
3773,"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:11:27:17AM
Date: Tue, 24 Sep 2002 18:27:17 GMTJeremy Allaire: Wholistic Web Services[1].[1] http://radio.weblogs.com/0113297/stories/2002/09/24/wholisticWebServices.html
",0
4070,"URL: http://jeremy.zawodny.com/blog/archives/000206.html
Date: 2002-10-01T06:31:54-08:00Thanks to an anonymous helper, I've mirrored all 5 ISO images for Red Hat 8.0. 
Ohio - http://family.zawodny.com/~jzawodn/iso/rh80/ (DS-3 connection via 
Sprint) California - http://litterbox.zawodny.com/~jzawodn/iso/rh80/ (multiple 
gigabit connections) Now be nice. :-)...
",0
3383,"jm@jmason.org (Justin Mason) writes:> Folks who've been hacking on the DNSBLs: would it be worthwhile commenting
> this in HEAD, seeing as it only gets .77 anyway?
> 
> Sounds like the (a) broken server and (b) low hitrate combine to make it
> not-so-useful IMO.No, in my opinion, it's purely a bug in SA (or the libraries we use,
which is the same thing) that we don't handle outages of network
services better.The rule is useful and it does help reduce spam, we should keep it.  I
have a feeling the DNSBL rules will cluster a bit more heavily around
the 1.0 to 2.0 range once we start using the new GA on them.Also, 0.77 was a slightly conservative number.  Since I didn't have
real-time data, I typically used the lower or median number of different
periods (most recent month, two months, six months), depending on the
trend of the period data (better performance for recent messages ->
favor recent scores, worse performance for recent messages -> favor
lowest scores, never pick the highest number unless the rule was very
accurate and the highest number was for the most recent data).Dan
",0
5862,"
Buyers Alert Announce
* * * * * * * * SPECIAL ADVERTISER ANNOUNCEMENT * * * * * * * *Â Â July 15, 2002
Free Shipping at Buy.com!*
pcAnywhere 10.5
List PriceÂ -Â $179.95
Buy.com priceÂ -Â $159.95
Plus an $80.00 mail-in upgrade rebate available from Symantec.more infoLinksys 11MbpsWireless PC Card
Buy.com priceÂ -Â $69.95
Share printers, files and more anywhere within your wireless LAN infrastructure; increasing your productivity and keeping you ""in touch.""more infoMouseMan Traveler Optical Mouse for Notebooks
List PriceÂ -Â $49.95
Buy.com priceÂ -Â $43.12
Travel anywhere with it. No ball. No cleaning. No hassle.more infoPanasonic DVD-LV50 PalmTheater? Portable DVD-Video Player with Built-in Freestyle LCD
List PriceÂ -Â $599.95
Buy.com priceÂ -Â $499.99
Panasonic's portable DVD players are equipped with built-in widescreen LCD monitors.more infoAcer TM632XCI NB P4
List PriceÂ -Â $2,077.19
Buy.com priceÂ -Â $2,031.95
Mobile experience to the next Level! Amazing value on this Acer Notebook!more info128MB SanDiskSmartMedia Card
List PriceÂ -Â $108.75
Buy.com priceÂ -Â $55.58
Removable SmartMedia Card that's great for the Road!Plus Free Shipping!more infoUS Robotics 56K Global GSM & Cellular PC Card Modem
List PriceÂ -Â $119.99
Buy.com priceÂ -Â $69.95
Get connected on your notebook anywhere your GSM Cell phone works!more infoToshiba PocketPC e310
List PriceÂ -Â $402.84
Buy.com priceÂ -Â $359.95
Easy to use, the Toshiba Pocket PC e310 features a familiar user interface and tools powered by Microsoft Windows such as Pocket Word, Excel, Outlook & Windows Media Player for Pocket PC 2002.more info						All prices and product availability subject to change without notice. Unless 
						noted, prices do not include shipping and applicable sales taxes. Product 
						quantities limited. List price refers to manufacturer's suggested retail 
						price and may be different than actual selling prices in your area. Please 
						visit us at www.buy.com or the 
						links above for more information including latest pricing, availability and 
						restrictions on each offer. ""Buy.com"" and ""The Internet Superstore"" are trademarks of 
						BUY.COM Inc. (C) BUY.COM Inc. 2002. All rights reserved. 						*FREE SHIPPING OFFER: Get FREE SHIPPING on qualified items for a limited 
						time only. Qualified items are identified on product information pages with 
						this free shipping icon. Standard ground shipping method will be selected by 
						Buy.com except for books, videos, DVDs, music and games, which will ship 
						via budget shipping method. Free shipping offer is limited to in stock 
						items. Restrictions apply. See site for details.
Sign up for more free newsletters from ZDNetThe e-mail address for your subscription isÂ qqqqqqqqqq-zdnet@spamassassin.taint.orgUnsubscribeÂ | 
        Â Manage 
        My SubscriptionsÂ |Â FAQÂ | 
        Â Advertise
Home |eBusiness | Security | Networking | Applications | Platforms | Hardware | Careers
",0
1503,"(See Disclaimer below)
Dear Internet Marketers,
Explode YOUR Sales OVERNIGHT Guanranteed!!!! Introducing YOU The Worlds Easiest, Most Powerful Blasting System!
Absolutely Hands FREE! Set it up and Forget it for LIFE!Blast your sales in to a raging frenzy overnight!! Email your solo ad to over  
6.5 million opt-in prospects and GROWING daily ""100% hands FREE for LIFE!"" 
YOU have the ability to reach over 2 billion (2,000,000,000) opt-in targeted 
prospects a year ""100% AUTOMATICALLY!!"" Just Imagine what that will do 
to your cashflow?! The possibilities are unlimited! No more yahoo or topica these 
are real membership bases waiting for your solo ad right NOW!! No more being 
burned for spam, receiving flames, getting shutdown, people threatening your 
livelihood this is just pure opt-in profits sent through our 100% automated server 
via our auto cutting edge bots!!, put your promotional campaign in to full blown 
automation with the worlds first Online blaster that adapts ""set and forget"" technology!! 
Simply set and forget then watch your sales Explode by 3,100% OVERNIGHT!! 
""guaranteed""!! GO NOW!! PLUS WE WILL ALSO PROVIDE YOU WITH:An FFA, classified and 2 safelist scripts!!
The ability to blast your ad to 2,100,000+ ezine subscribers!!
Entry in to 3 members only safelists! 
10,400+ free guaranteed visitors to your site!!
Access to 2,300+ free web-based safelists! 
A tool which guarantees you a never-ending stream of traffic!!
Special spy tools that will enable you to spy on your competition!
56,000+ exploding ebooks and reports!
A submission service to over 400,000+ search engines!
The greatest press release blaster on the internet!
2 free lifetime ads in the members area!
6,500+ of the most potent submission tools on the net! 
A submission service to over 12,000,000+ Sites Daily!!
The most hightech autoresponder ever invented!!
35,000+ free banner impressions!!
2 free multi URL tracking services that will track almost anything!!  Plus 9 Additional Free Bonuses! So what are YOU waiting for? Send blank email NOW to peacebuponu2@yahoo.com.sg with a word""YES Send The Link NOW""  in the subject field.
(((((((((((((((( DOUBLE THE SPEED OF YOUR PC ))))))))))))))))))))
                          The Insider PC SecretsLearn exactly how to get more speed and efficiency out 
of your PC without spending a single cent on hardware!((((((((((((((((( DOUBLE THE SPEED OF YOUR PC )))))))))))))))))))
Get the cheapest Web Host in town for only $35 per year!                         
                           PLUS
Get your FREE email software NOW!
(((((((((((((((((((((((((((((((((((((((((((((((((((((((((( DISCLAIMER )))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))You are receiving this message for one of the following reasons: 1) we are on the same opt-in list; 
2) you posted your ad to one of my FFA pages; 
3) you have responded to one of my ads; 
4) you have sent an e-mail to one of my addresses 
5) you visited one of my sites By doing so, you have agreed to receive this message. Under Bill s. l6l8 TITLE III passed by 
the 105th US Congress this letter Cannot be considered Spam as long as the sender includes 
contact information & a method of ""removal"". If you are receiving this email by mistake, please 
accept our apologies. To be removed simply send blank email to  peacebuponu2@yahoo.com.sg 
with a word ""remove"" in the subject field.  Many thanks for your kind consideration. ((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((( DISCLAIMER )))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))",1
2747,"
Wow, if they put a VRML front end on it it would be 100% worthless rather
than just 99%IRC...Bots....scripts.....been there done that and much better.If these folks actualy saw the xddc instafilesharing scripts must 12 year
olds hang off of Mirc  they might get a clue, then again they might
already have teh clue that sometimes you can packege the obvious and sell
it to the clueless.",0
5378,"Gary Lawrence Murphy wrote>>>>>>""R"" == Russell Turpin  writes:
>>>>>>
>
>    R> ... spam is the result of government. The government is
>    R> ineffective at preventing spam, but it DOES prevent individuals
>    R> and ISPs from taking retribution against spammers.
>
>I don't understand this assertion.  Can you explain?
>...
>So where does government come in to foster this?
>
The government prevents me from hunting them down and flossing with 
their sinew after I'm done with them. Sometimes I wish for a return to 
the common sense laws of the old west... ""You used my inbox without my 
permission varmit, and now yer gonna pay!""
Eliashttp://xent.com/mailman/listinfo/fork
",0
1736,"
smart shoppers click here
 for the best rates
Paying Too Much for Life Insurance?
      Click Here to Save 70% on Your Policy
In today's world, it's important to expect the unexpected.  When preparing for
      the future, we must always consider our family.  To plan for your family's future, the right life insurance policy is a 
      necessity. But who wants to pay too much for life insurance?  Let us help you find the right quote, quickly and 
      easily... for FREE.Compare your coverage...$250,000... 
as low as 
$6.50 
per month$500,000... 
as low as 
$9.50 
per month$1,000,000... 
as low as 
$15.50 
per month!
Get a FREE Instant QuotePrepare for your family's future
Compare the lowest prices from the top insurance companies in the nation
",1
4107,"URL: http://boingboing.net/#85516136
Date: Not supplied[IMG: http://www.craphound.com/images/hiptopblog.jpg] The T-Mobile Sidekick and 
other instances of the Danger Hiptop PDA/Phone are being promoted as mobile 
blogging tools. Link[1] Discuss[2] (_via Hack the Planet[3]_) 
[1] http://www.hiptop.com/
[2] http://www.quicktopic.com/boing/H/GHXGWhmS5e2
[3] http://wmf.editthispage.com/
",0
3978,"URL: http://www.askbjoernhansen.com/archives/2002/09/07.html
Date: 2002-09-07T22:25:08-08:00Rael is plagued by MSIE instability on Mac OS X. I use a recent nightly build 
of Chimera as my default browser. 0.4 has some issues with plugins (or with 
QuickTime anyway) on 10.2, but the 0.5 builds are working great. Fast too! 
Mozilla is ugly. MSIE is slow and unstable. Opera (on OS X) doesn't render too 
many pages. OmniWeb and iCab are not keeping up. Chimera rocks. I have used 
ChimeraKnight to do the updating. It also makes...
",0
1965,empty,0
4715,"Hi all,
Is there any way that the mailing list can be 
turned into newsgroup?Newsgroups are great for threading of discussions,
working offline and I feel that they work
much better for this sort of technical discussion
than a mailing list.Any ideas?
Paul...p.s. Hamster doesn't work, cos I get the list
through Yahoo!
___________________________________________________________
Do You Yahoo!? -- Une adresse @yahoo.fr gratuite et en franÃ§ais !
Yahoo! Mail : http://fr.mail.yahoo.com-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4106,"URL: http://diveintomark.org/archives/2002/10/02.html#insanely_complicated
Date: 2002-10-02T09:34:51-05:00_Ian Hickson_: My faceless enemy has been defeated[1]. â€œMy arch nemesis 
over the last couple of weeks has been the very poorly documented Hebrew 
Traditional Numbering System.â€[1] http://ln.hixie.ch/?start=1033524738&count=1
",0
5467,">>>>> ""R"" == Robert Harley  writes:    R> Well IIRC, Cortez arrived in 1519, and DeSoto was born circa
    R> 1500.  You do the math.Ah, I suppose so. If it wasn't DeSoto ... then who was it that landed
in Southern Florida to be greeted by great cities of millions of
mound-dwellers who had completely vanished by the time Cortez arrived
to kill as many as he could?-- 
Gary Lawrence Murphy  TeleDynamics Communications Inc
 Business Advantage through Community Software : http://www.teledyn.com
""Computers are useless.  They can only give you answers.""(Pablo Picasso)http://xent.com/mailman/listinfo/fork",0
940,empty,1
5170,"On Wed, 07 Aug 2002 01:38:55 -0400 
Tom Lane  wrote:> I useta use mh-e regularly, but I never figured out whether it could
> handle exmh's multidrop mechanism, which is something I've grown to
> rely on.  Does that work in recent mh-e versions?  I'd love to use
> mh-e when reading mail remotely, if it can handle my multiple-inbox-
> folders setup...I've no idea.  Have you tried asking on the MH-E lists?-- 
J C Lawrence                
---------(*)                Satan, oscillate my metallic sonatas. 
claw@kanga.nu               He lived as a devil, eh?		  
http://www.kanga.nu/~claw/  Evil is a name of a foeman, as I live._______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users
",0
162,"We guarantee you signups before you ever pay
a penny!  We will show you the green before you
ever take out your wallet.  Sign up for FREE and 
test drive our system.  No Obligation whatsoever.  
No Time Limit on the test drive. Our system is so 
powerful that the system enrolled over 400 people 
into my downline the first week.To get signed up for FREE and take a test drive use the link:
mailto:workinathome@btamail.net.cn?subject=more_MOSS3_info_please
Be sure to request info if the subject line does not! The national attention drawn by this program 
will drive this program with incredible momentum! 
Don't wait, if you wait, the next 400 people will 
be above you.Take your FREE test drive and have the next 400  
below you!mailto:workinathome@btamail.net.cn?subject=more_MOSS3_info_please
Be sure to request info if the subject line does not! All the best,Daniel
Financially Independent Home Business Owner______________________________________________________
To be excluded from future notices:
mailto:guaranteed4u@btamail.net.cn?subject=exclude  ",1
1444,empty,1
1286,"If you haven't already read the #1 NY Times Best Seller Rich Dad, 
Poor Dad by Robert T. Kiyosaki...I highly recommend it. In this book, he talks about how the
only way to become wealthy is to go into business for yourself. 
""Mind your own business"",as he puts it.
  
""The greatest entrepreneurial opportunities will be in DISTRIBUTING 
rather than in manufacturing wellness products"" 
""The Health & WellnessIndustry will become a trillion dollar industry by 2010.""
-Paul Zane Pilzer, Leading Economist, author of ""The Next Trillion""Dr .Charles King professor of marketing, University of IL
Chicago and entrepreneur Tim Sales who earns in excess of 25
Million annually from over 24 countries, teach an accredited course
on how to recognize a professional business model when you see one, 
and here is what they said.There are 4 principals of a business that are essential
Huge Expanding Market, Unique Consumable Product Timing / 
Trends, Employ othersOur company meets ALL 4 business principals with A+++Learning More Is As Easy As 123.
Send an email to: care4family@excite.com
You only have to supply us with
Name, Phone Number and Best Time
to Reach You.
get off this DB email me at publicservice1@btamail.net.cn",1
987,"SPECIAL SITUATION ALERTS HOT PICK OF THE YEAREnvironmental Remediation Holding Corp. (OTCBB: ERHC)URGENT BUY: $ .17SELL TARGET: $1.25INVESTOR ALERT: ERHC enters into joint-venture license agreement
with SCHLUMBERGER LTD (NYSE: SLB, $60) and BAKER HUGHES, INC.
(NYSE: BHI, $40) for seismic data on some of the richest offshore
oil blocks where ERHC controls a huge working interest!INVESTORS - WE HAVE FOUND THE HIDDEN GEM: (OTCBB: ERHC)!ERHC's joint-venture with SCHLUMBERGER and BAKER HUGHES puts them in
world-class company with these leaders in oil exploration and reservoir
imaging services.  The involvement of SLB and BHI reinforces the
$MULTI-BILLION DOLLAR VALUE that has been placed in this offshore
drilling haven.  ERHC's goal is to maximize shareholder value from
existing contractual rights, making them a significant player in
this region.THE BIG MONEY ROLLS IN:The seismic data from this joint-venture is being made available for
further involvement by the LARGEST OIL COMPANIES IN THE WORLD over
the next 2 weeks!!
Bidding wars have already developed between major oil companies suchas:
SHELL, CHEVRON/TEXACO, CONOCO, EXXON/MOBIL, PHILIPS, and MARATHON who
are willing to pay $Hundreds of Millions to drill in these zones and
partner with ERHC.STOCK SET TO EXPLODE ON EARNINGS BOOM:ERHC's exclusive right to participate in exploration and production
along with OIL INDUSTRY GIANTS could be worth up to $FIFTY MILLION
as these oil blocks are adjacent to Billion Barrel producing regions!SPECIAL SITUATION ALERTS' newsletter offers valuable research that
builds your wealth.  We target serious gains for serious investors
with a 700% investment return on ERHC.
DISCLAIMER: Certain statements contained in this newsletter may be 
forward-looking statements within the meaning of The Private Securities
Litigation Reform Act of 1995. These statements may be identified by
such terms as ""expect"", ""believe"", ""may"", ""will"", and ""intend"" or 
similar terms. We are NOT a registered investment advisor or a broker
dealer. This is NOT an offer to buy or sell securities. No 
recommendation that the securities of the companies profiled should be
purchased, sold or held by individuals or entities that learn of the
profiled companies. This is an independent electronic publication that
was paid $10,000 by a third party for the electronic dissemination of
this company information. Be advised that investments in companies 
profiled are considered to be high-risk and use of the information 
provided is for reading purposes only. If anyone decides to act as an
investor they are advised not to invest without the proper advisement
from an attorney or a registered financial broker, if any party decides
to participate as an investor then it will be that investor's sole risk.
Be advised that the purchase of such high-risk securities may resultin 
the loss of some or all of the investment. The publisher of this 
newsletter makes no warranties or guarantees as to the accuracy or the
completeness of the disclosure. Investors should not rely solely on the
information presented. Rather, investors should use the information 
provided in this newsletter as a starting point for doing additional
independent research on the profiled companies in order to allow the
investor to form their own opinion regarding investing in the profiled
companies. Factual statements made about the profiled companies are made
as of the date stated and are subject to change without notice. 
Investing in micro-cap securities is highly speculative and carries an
extremely high degree of risk.
",1
1842,"GET HIGH...LEGALLY!
IT REALLY WORKS!
	  PASSES ALL DRUG TESTS!
	  EXTREMELY POTENT!
	  
CLICK HERE for more info on Salvia DivinorumCLICK HERE for SALVIA 5X EXTRACT! WARNING...VERY POTENT!CLICK HERE for SALVIA 13X. The most POTENT, LEGAL, SMOKABLE herb on the planet! 13 times the power of Salvia Divinorum!WARNING...EXTREMELY POTENT!Disclaimer:
We are strongly against sending unsolicited emails to those who do not wish 
to receive our special mailings. You have opted in to one or more of our 
affiliate sites requesting to be notified of any special offers we may run 
from time to time. We also have attained the services of an independent 3rd 
party to overlook list management and removal services. This is NOT 
unsolicited email. If you do not wish to receive further mailings, please 
click here to be removed from the list. 
Please accept our apologies if you have been sent this email in error. We 
honor all removal requests.	  
	  
 ",1
5682,">How would forgeries (e.g. viruses) be detected?  Would there be an
>""oops-I-didn't-mean-to-submit-that"" option somehow?Real viruses are filtered before they reach any mailbox for delivery.Tose two addresses could be accessible only for internal mail.And as a user is using this mechanism to build his own database of
spam/non-spam, that's his problem is he sumbit something wrong.BTW, same forgery or wrong submission problems would exist if each
user had his own set of 2 addresses.Olivier
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
",0
4437,"On Wed, Jul 31, 2002 at 12:04:44PM +0100, Alan Horkan wrote:
> does Spanish still count as a foreign language in America?
> :)yep, that's what i learned as it seemed more useful then the other
choice: french.  and that's what seems to count as ""internationalisation"":
support of spanish.> Watch out for the political indoctrination at these irish language
> schools, when i was teenager they had use marching saluting the flag
> singing the national anthem and the college anthem.  Presumably they treat
> adult learners with a little more dignity and dont send them home for a
> minor outburst of English in emotional circustances despite having better
> Irish than half of the other people there.if i go to a class, i'm there to learn.  if they throw in anthems or
politics, i'll take what i can learn from that and i'll take in a new
perspective, but i'll only do that with my critical thinking cap on.
just like i do when i watch mass media.  and yes, from the one irish
course i took in dublin, they do the national anthem.  which is fine
really - i started off each day in school in america with the pledge of
allegience (with the under god bit in it which annoyed my dad to no end).
if that sort of thing didn't stick at the age of five, i severely doubt
it will stick now.> Just to mention open source software agus gaeilge, OpenOffice could do
> with having an Irish ispell dictionary converted to work with it.
> Abiword already has irish spell checking and a few of the interface
> strings translated (was about 85% about 18 months ago but it has drifted
> to some horribly small percentage).and see, that would be my retort to any overly zealous irish speaker.
there's a huge opportunity for a fully irish computing environment in
free software.  and yet i don't see much action from official irish
organisations.  the reason mandrake and some others have the irish
support they have is because of individuals like donnacha.kevin-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
1148,"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat,
 without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed! Click below to enter our web site:
http://www.freehostchina.com/washgh/Would you like to lose weight while you sleep!
No dieting!
No hunger pains!
No Cravings!
No strenuous exercise!
Change your life forever! 100% GUARANTEED!1.Body Fat Loss 82% improvement.
2.Wrinkle Reduction 61% improvement.
3.Energy Level 84% improvement.
4.Muscle Strength 88% improvement.
5.Sexual Potency 75% improvement.
6.Emotional Stability 67% improvement.
7.Memory 62% improvement.Click below to enter our web site:
http://www.freehostchina.com/washgh/
**************************************************
If you want to get removed
from our list please email at- standardoptout@x263.net (subject=remove ""your email"")
**************************************************
",1
2503,"
----- Original Message -----
From: ""Luis Villa"" >
> They were the ruling class of a feudal, farming society for quite some
> time; I believe there were more than a few issues there. Certainly, not
> everyone in Tibet is as excited about the Dalai Lama as Hollywood
> appears to be. [Not that the Chinese are much better rights-wise, but
> they've actually built roads and such, which led to the creation of
> merchant classes and the like that never existed under the Tibetans.]
And it's not /going/ to exist under the Tibetans, because it'll be owned and
operated by Chinese nationals.
",0
5747,"use Perl Daily Headline MailerUnderground Movies of My Talks?
    posted by pudge on Tuesday August 06, @06:23 (others)
    http://use.perl.org/article.pl?sid=02/08/05/1323232
Copyright 1997-2002 pudge.  All rights reserved.
======================================================================You have received this message because you subscribed to it
on use Perl.  To stop receiving this and other
messages from use Perl, or to add more messages
or change your preferences, please go to your user page.	http://use.perl.org/my/messages/You can log in and change your preferences from there.
",0
5209,">
>
> The question then becomes, why is knowledge sharing such a difficult 
> thing in organizations? Is it, perhaps, not as difficult as the 
> grousers say? I mistrust the romantic, Rousseauian argument that man 
> is basically good but society basically corrupt, and that the later 
> stifles the natural altruistic impulses. After all, it's in society 
> that we share, as well as hoard.  Is it that we think of ""The 
> Organization"" as a machine, and like the research subjects get less 
> neurological pleasure from cooperating with it than we would if it 
> were humanized? Or ...?
>
>  
>Well, IMNHO, its because companies do not reward knowledge sharers. When 
time comes for evaluation, there isn't a line on the page saying ""Helped 
others to succeed with their projects."" Sharing inevitably cuts into the 
time for personal productive work, and generally shows up as a red flag 
if your boss has a ""management by exception""(1) style.Owen1. http://www.xrefer.com/entry/164669http://xent.com/mailman/listinfo/fork
",0
583,"
We provide businesses of ALL types an opportunity to have their own
no hassle Credit Card Merchant Account with NO setup fees. Good
credit, bad credit, no credit -- not a problem! 95% approval rate!You will be able to accept all major credit cards including Visa,
MasterCard, American Express and Discover, as well as debit cards,
ATM and check guarantee services. You will have the ability to
accept E-checks over the Internet with a secure server. To insure
that you wont miss a sale, you will be able to accept checks by
Phone or Fax. We can handle ANY business and client type!If you already have a merchant account we can lower your rates
substantially with the most competitive rates in the industry and
state of the art equipment and software. We will tailor a program
to fit your budget and you wont pay a premium for this incredible
service!If you are a U.S. or Canadian citizen and are interested in finding
out additional information or to speak with one of our reps, reply
to this email and include the following contact information: Your
Name, Phone Number (with Area/Country code), and if possible, a
best time to call. One of our sales reps will get back to you
shortly. Thank you for your time.If you wish to be removed from our mailing list, please reply to
this email with the subject ""Remove"" and you will not receive
future emails from our company.",1
5764,"On Friday, August 9, 2002, at 11:12 AM, Foundstone Labs wrote:> An information leakage vulnerability exists in Orinoco and Compaq OEM
> access points, disclosing the unique SNMP community string. As a result,
> an attacker can query the community string and gain the ability to
> change system configuration including Wired Equivalent Privacy (WEP)
> keys and Domain Name Service (DNS) information.I think this is missing the point a bit...  Yes, you can query the SNMP 
community string...  And yes, it's the default PW (not to mention the 
ESSID and last 5 characters of the default WEP key...)  But they're all 
easily changed, and indeed, it is highly recommended to do so in the 
manual.Anyone who changes the default settings would not be vulnerable to this 
particular SNMP probe.  Of course, you can't account for end user 
stupidity, but that's beyond the scope of this advisory.  ;)> Vendor Response:
>
> Both vendors were notified of this issue on July 8th, 2002. According
> to Orinoco, ""The Residential Gateway line has been discontinued.""I've also heard (second hand, but on good authority) that the RG line is 
alive and well (hence the recent RG-1100, and the upcoming 802.11a 
version...)--Rob
",0
5218,"At 10:46 PM 7/23/02 -0700, Gordon Mohr wrote:
>Surprised this wasn't already passed through here: about a 
>week and a half ago, Walter Mossberg reviewed ChoicEMail, 
>a spam-fighting tool where new, unknown senders have to 
>request passage through your whitelist-based mailwall.Lately, a fairly large % of the spam I've been getting has been coming from
spam systems that forge my own address as the ""from"" address... Those spam
messages would get through any whitelist I set up (especially since I email
stuff to myself all the time).  If whitelists become more popular, I
imagine spammers will resort to doing that for the majority of their spams,
making whitelists less helpful.Plus, I'm still not sure how I feel about whitelists.  I don't think I'm so
special that people should need to fill out a special form just to send me
email.  I could see certain friends of mine getting fairly annoyed
(especially those with multiple email addresses...).-Mike
http://xent.com/mailman/listinfo/fork
",0
3444,"Bonjour,   I'm writting a Python script, in order to use Razor with Qmail.
   The script is finish, but i want to test the result with positive
   mail (spam). Somebody knows, whrere can i find one.   PS : Escuse my pooooooor English ;-))
   
--
Toorop 
Lorsque que vous avez Ã©liminÃ© l'impossible, ce qui reste, 
mÃªme si c'est improbable, doit Ãªtre la vÃ©ritÃ©.
www.spoonsdesign.com-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",0
176,"Norton AD
Take
      Control of Your Computer With This Top-of-the-Line Software!Norton
            SystemWorks 2002  Software Suite
            -Professional Edition-
Includes
            Six - Yes 6! 
            - Feature-Packed UtilitiesALL for 1
            Special LOW
            Price of Only
            $29.99!
This
            Software Will:Â -
            Protect your computer from unwanted and  hazardous  virusesÂ -
            Help secure your private & valuable informationÂ - Allow
            you to transfer files and send e-mails  safelyÂ -
            Backup your ALL your data quick and easilyÂ - Improve your
            PC's performance w/superior
            integral diagnostics!Â - You'll NEVER have to take your
            PC to the repair shop AGAIN!Â 
      
6
            Feature-Packed Utilities
            1
            Great Price 
            A $300+  
            Combined Retail Value
            
YOURS  for
            Only $29.99!<
            Price Includes FREE
Shipping! >And
            For a Limited time Buy Any 2 of Our Products & Get 1 Free!
 Don't fall
    prey to destructive viruses or hackers!ProtectÂ  your computer and
    your valuable information and
->
            CLICK HERE to Order Yours NOW! <-
Your email
      address was obtained from an opt-in list. Opt-in UEFAS (United Email
      Federation Against Spam) Approved List - Â Purchase Code #
      8594030.Â Â If you wish to be unsubscribed from this list, please Click
      here . If you have previously unsubscribed and are still receiving
      this message, you may email our Spam
      Abuse Control Center. We do not condone spam in any shape or form.
      Thank You kindly for your cooperation.
",1
4935,"rODbegbie wrote:
> I get the impression that Vipul & co are deliberately trying to
> mislead users into downloading the dev code in order to get more
> unwitting test sites.Apologies to all.  In re-reading, that sentence sounds a lot harsher than I
intended.As the old maxim goes, ""Never ascribe to malice that which can be equally
explained by incompetence"".I'll shut up now.rOD.--
""Fast!  Fast!  Faster!  Bring the beef, you bastard,""
cries Paula Abdul, ""and don't forget the pasta!"">> Doing the blogging thang again at http://www.groovymother.com/ <<-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",0
